query_idx,predicted_db_idx,score,match_type,overlap,xy_distance_m,has_gt_positive
604,-1,0.0,FN,0.0,0.0,True
605,789,0.363636,TP,0.25424,3.516,True
606,-1,0.0,FN,0.0,0.0,True
607,-1,0.0,FN,0.0,0.0,True
608,-1,0.0,FN,0.0,0.0,True
609,-1,0.0,FN,0.0,0.0,True
610,-1,0.0,FN,0.0,0.0,True
611,-1,0.0,FN,0.0,0.0,True
612,782,0.489451,TP,0.421001,3.612,True
613,-1,0.0,FN,0.0,0.0,True
614,-1,0.0,FN,0.0,0.0,True
615,779,0.306667,TP,0.391153,3.729,True
616,778,0.340314,TP,0.376673,3.739,True
617,778,0.314286,TP,0.357551,4.893,True
618,-1,0.0,FN,0.0,0.0,True
619,-1,0.0,FN,0.0,0.0,True
620,-1,0.0,FN,0.0,0.0,True
621,-1,0.0,FN,0.0,0.0,True
622,-1,0.0,FN,0.0,0.0,True
623,-1,0.0,FN,0.0,0.0,True
624,-1,0.0,FN,0.0,0.0,True
625,769,0.380952,TP,0.39371,4.963,True
626,767,0.433544,TP,0.395205,3.562,True
627,766,0.438127,TP,0.386521,3.704,True
628,-1,0.0,FN,0.0,0.0,True
629,764,0.392727,TP,0.385906,4.203,True
630,762,0.382637,TP,0.403515,3.623,True
631,761,0.44186,TP,0.408096,3.631,True
632,760,0.322368,TP,0.410045,3.649,True
633,759,0.357595,TP,0.416401,3.678,True
634,-1,0.0,FN,0.0,0.0,True
635,757,0.359589,TP,0.420202,3.776,True
636,757,0.356902,TP,0.409555,4.139,True
637,756,0.384342,TP,0.409539,4.101,True
638,-1,0.0,FN,0.0,0.0,True
639,754,0.393382,TP,0.423724,4.023,True
640,-1,0.0,FN,0.0,0.0,True
641,752,0.443262,TP,0.440446,4.164,True
642,-1,0.0,FN,0.0,0.0,True
643,-1,0.0,FN,0.0,0.0,True
644,749,0.315615,TP,0.454003,4.315,True
645,-1,0.0,FN,0.0,0.0,True
646,-1,0.0,FN,0.0,0.0,True
647,-1,0.0,FN,0.0,0.0,True
648,-1,0.0,FN,0.0,0.0,True
649,-1,0.0,FN,0.0,0.0,True
650,-1,0.0,FN,0.0,0.0,True
651,-1,0.0,FN,0.0,0.0,True
652,-1,0.0,FN,0.0,0.0,True
653,-1,0.0,FN,0.0,0.0,True
654,-1,0.0,FN,0.0,0.0,True
655,-1,0.0,FN,0.0,0.0,True
656,-1,0.0,FN,0.0,0.0,True
657,-1,0.0,FN,0.0,0.0,True
658,-1,0.0,FN,0.0,0.0,True
659,-1,0.0,FN,0.0,0.0,True
660,-1,0.0,FN,0.0,0.0,True
661,-1,0.0,FN,0.0,0.0,True
662,732,0.426778,TP,0.362037,4.984,True
663,-1,0.0,FN,0.0,0.0,True
664,-1,0.0,FN,0.0,0.0,True
665,-1,0.0,FN,0.0,0.0,True
666,728,0.315353,TP,0.381666,4.063,True
667,727,0.489879,TP,0.390054,4.282,True
668,727,0.472727,TP,0.376825,3.593,True
669,726,0.42233,TP,0.371385,3.573,True
670,-1,0.0,FN,0.0,0.0,True
671,-1,0.0,FN,0.0,0.0,True
672,-1,0.0,FN,0.0,0.0,True
673,-1,0.0,FN,0.0,0.0,True
674,-1,0.0,FN,0.0,0.0,True
675,-1,0.0,FN,0.0,0.0,True
676,1992,0.315476,TP,0.414254,2.348,True
677,2616,0.524862,TP,0.428688,0.793,True
678,1994,0.311005,TP,0.455309,1.498,True
679,2618,0.425414,TP,0.444036,1.001,True
680,1996,0.5,TP,0.480108,1.717,True
681,1997,0.569444,TP,0.493692,2.129,True
682,1997,0.445415,TP,0.475079,1.08,True
683,1998,0.575472,TP,0.455381,1.668,True
684,1999,0.459916,TP,0.464629,1.782,True
685,2000,0.575758,TP,0.484257,1.946,True
686,2001,0.466667,TP,0.460197,1.948,True
687,2002,0.437751,TP,0.473276,1.63,True
688,2003,0.477193,TP,0.483322,1.116,True
689,2004,0.550523,TP,0.474838,0.537,True
690,2005,0.49481,TP,0.492914,0.517,True
691,2005,0.52459,TP,0.475337,3.05,True
692,2007,0.516556,TP,0.447709,0.851,True
693,2632,0.5,TP,0.439813,4.244,True
694,2009,0.435146,TP,0.413576,0.336,True
695,2010,0.451883,TP,0.39218,0.323,True
696,2011,0.443396,TP,0.380921,0.2,True
697,2013,0.518018,TP,0.376787,2.886,True
698,2013,0.577273,TP,0.362767,0.565,True
699,2014,0.515695,TP,0.344292,1.057,True
700,2015,0.479798,TP,0.321028,1.753,True
701,2016,0.478495,TP,0.323259,1.794,True
702,-1,0.0,FN,0.0,0.0,True
703,-1,0.0,FN,0.0,0.0,True
704,2019,0.447853,TP,0.305544,0.217,True
705,-1,0.0,FN,0.0,0.0,True
706,-1,0.0,FN,0.0,0.0,True
707,-1,0.0,FN,0.0,0.0,True
708,-1,0.0,FN,0.0,0.0,True
709,2024,0.307692,TP,0.367951,0.864,True
710,2025,0.430493,TP,0.371211,1.428,True
711,2025,0.300654,TP,0.351814,1.696,True
712,2026,0.308176,TP,0.370007,1.195,True
713,2028,0.455,TP,0.41887,2.81,True
714,-1,0.0,FN,0.0,0.0,True
715,-1,0.0,FN,0.0,0.0,True
716,-1,0.0,FN,0.0,0.0,True
717,-1,0.0,FN,0.0,0.0,True
718,-1,0.0,FN,0.0,0.0,True
719,-1,0.0,FN,0.0,0.0,True
720,-1,0.0,FN,0.0,0.0,True
721,-1,0.0,FN,0.0,0.0,True
722,2036,0.454054,TP,0.465332,0.569,True
723,2037,0.391566,TP,0.479833,0.587,True
724,2038,0.413978,TP,0.486261,0.64,True
725,2040,0.404959,TP,0.498072,2.462,True
726,2040,0.391705,TP,0.48349,0.64,True
727,2041,0.472362,TP,0.466619,0.984,True
728,2042,0.434579,TP,0.457384,1.211,True
729,2043,0.307087,TP,0.443782,1.545,True
730,2045,0.461929,TP,0.456866,1.452,True
731,2045,0.419355,TP,0.423171,1.874,True
732,2047,0.386243,TP,0.477071,1.492,True
733,2048,0.40566,TP,0.480347,1.612,True
734,2049,0.437788,TP,0.483046,1.45,True
735,2049,0.415,TP,0.475278,1.999,True
736,2050,0.424581,TP,0.47188,2.007,True
737,2052,0.4,TP,0.48417,1.363,True
738,2052,0.411111,TP,0.460876,1.942,True
739,2053,0.403614,TP,0.459146,2.278,True
740,2055,0.422857,TP,0.464233,1.322,True
741,2056,0.347305,TP,0.48299,1.69,True
742,2056,0.50303,TP,0.458429,1.834,True
743,2057,0.480226,TP,0.451647,1.312,True
744,2058,0.521212,TP,0.431189,0.807,True
745,2059,0.491803,TP,0.392649,0.689,True
746,-1,0.0,FN,0.0,0.0,True
747,2061,0.33945,TP,0.36183,0.351,True
748,2063,0.311321,TP,0.360983,3.059,True
749,2062,0.337748,TP,0.353258,3.764,True
750,2064,0.45,TP,0.371864,0.532,True
751,2065,0.434286,TP,0.373143,0.936,True
752,2067,0.407186,TP,0.400976,2.42,True
753,2068,0.529412,TP,0.402123,2.422,True
754,2068,0.420732,TP,0.3849,1.447,True
755,2069,0.374269,TP,0.391779,1.568,True
756,2071,0.502591,TP,0.433716,1.618,True
757,2071,0.5,TP,0.421596,2.005,True
758,-1,0.0,FN,0.0,0.0,True
759,2074,0.394444,TP,0.434372,0.91,True
760,2075,0.364865,TP,0.428463,0.685,True
761,2076,0.462025,TP,0.434274,0.911,True
762,2076,0.548718,TP,0.420936,2.481,True
763,2078,0.469613,TP,0.438011,1.463,True
764,2079,0.487047,TP,0.470272,1.723,True
765,-1,0.0,FN,0.0,0.0,True
766,-1,0.0,FN,0.0,0.0,True
767,631,0.371981,TP,0.335942,5.763,True
768,2083,0.558011,TP,0.473707,0.855,True
769,2084,0.356098,TP,0.476151,0.772,True
770,2085,0.347826,TP,0.490357,0.768,True
771,2086,0.567686,TP,0.494347,0.785,True
772,2087,0.507246,TP,0.487864,0.796,True
773,2088,0.449438,TP,0.485948,1.066,True
774,2089,0.502618,TP,0.491685,1.593,True
775,2090,0.485294,TP,0.499562,2.172,True
776,-1,0.0,FN,0.0,0.0,True
777,-1,0.0,FN,0.0,0.0,True
778,2092,0.462264,TP,0.470233,2.255,True
779,2094,0.514423,TP,0.513257,0.804,True
780,-1,0.0,FN,0.0,0.0,True
781,2096,0.516588,TP,0.545515,0.499,True
782,2097,0.530702,TP,0.558491,0.616,True
783,2098,0.576577,TP,0.578174,0.743,True
784,2099,0.437247,TP,0.581866,0.827,True
785,2100,0.441667,TP,0.580445,0.925,True
786,2101,0.449219,TP,0.570213,0.943,True
787,2102,0.504,TP,0.556705,1.107,True
788,2103,0.533333,TP,0.523144,1.337,True
789,608,0.411215,TP,0.414205,3.517,True
790,2105,0.410112,TP,0.485066,2.015,True
791,2107,0.395745,TP,0.467409,1.263,True
792,2108,0.537234,TP,0.454734,1.058,True
793,2109,0.371859,TP,0.445281,0.862,True
794,2110,0.41573,TP,0.428159,0.704,True
795,2111,0.558011,TP,0.419167,0.787,True
796,2112,0.454545,TP,0.391148,1.042,True
797,2113,0.477987,TP,0.378252,1.447,True
798,2115,0.487013,TP,0.388785,1.718,True
799,2116,0.489051,TP,0.36094,1.225,True
800,2117,0.507576,TP,0.365548,0.957,True
801,596,0.363057,TP,0.27883,3.528,True
802,2119,0.342282,TP,0.384172,1.173,True
803,2120,0.42029,TP,0.402232,1.183,True
804,2121,0.437956,TP,0.409462,1.125,True
805,2122,0.486842,TP,0.423245,1.062,True
806,2123,0.524138,TP,0.438166,0.99,True
807,2124,0.534392,TP,0.456985,1.017,True
808,2125,0.51462,TP,0.468236,1.141,True
809,2126,0.472868,TP,0.475299,1.359,True
810,2127,0.610063,TP,0.459618,1.664,True
811,2129,0.532051,TP,0.450228,2.115,True
812,2129,0.632353,TP,0.429156,1.95,True
813,2131,0.58042,TP,0.457436,2.181,True
814,2132,0.493243,TP,0.448352,2.249,True
815,2133,0.544218,TP,0.434685,2.446,True
816,580,0.553333,TP,0.411731,3.509,True
817,2134,0.440945,TP,0.425583,2.598,True
818,578,0.455172,TP,0.4463,4.025,True
819,2137,0.447552,TP,0.498502,3.779,True
820,2137,0.371795,TP,0.508268,3.241,True
821,2139,0.403141,TP,0.517352,3.673,True
822,2140,0.336364,TP,0.515431,3.741,True
823,1321,0.346369,TP,0.422374,3.257,True
824,1321,0.346154,TP,0.424757,4.199,True
825,2143,0.371728,TP,0.481691,3.69,True
826,1318,0.347826,TP,0.419432,3.326,True
827,1317,0.344633,TP,0.398468,3.438,True
828,567,0.496377,TP,0.411147,6.618,True
829,-1,0.0,FN,0.0,0.0,True
830,-1,0.0,FN,0.0,0.0,True
831,-1,0.0,FN,0.0,0.0,True
832,2150,0.352941,TP,0.392473,1.115,True
833,-1,0.0,FN,0.0,0.0,True
834,2152,0.414449,TP,0.431879,0.792,True
835,-1,0.0,FN,0.0,0.0,True
836,2154,0.392226,TP,0.433768,0.715,True
837,-1,0.0,FN,0.0,0.0,True
838,-1,0.0,FN,0.0,0.0,True
839,2157,0.384083,TP,0.401614,0.885,True
840,-1,0.0,FN,0.0,0.0,True
841,-1,0.0,FN,0.0,0.0,True
842,-1,0.0,FN,0.0,0.0,True
843,-1,0.0,FN,0.0,0.0,True
844,-1,0.0,FN,0.0,0.0,True
845,2163,0.609865,TP,0.310373,1.651,True
846,2163,0.564103,TP,0.297043,2.326,True
847,2165,0.6125,TP,0.324497,2.134,True
848,2165,0.52766,TP,0.310188,2.013,True
849,2166,0.484,TP,0.325217,1.916,True
850,2167,0.532995,TP,0.32971,2.245,True
851,547,0.444882,TP,0.336029,6.034,True
852,2169,0.489362,TP,0.363577,2.57,True
853,544,0.534413,TP,0.306429,5.958,True
854,2171,0.610879,TP,0.384665,2.786,True
855,-1,0.0,FN,0.0,0.0,True
856,-1,0.0,FN,0.0,0.0,True
857,-1,0.0,FN,0.0,0.0,True
858,2175,0.466667,TP,0.407144,3.718,True
859,-1,0.0,FN,0.0,0.0,True
860,-1,0.0,FN,0.0,0.0,True
861,-1,0.0,FN,0.0,0.0,True
862,-1,0.0,FN,0.0,0.0,True
863,-1,0.0,FN,0.0,0.0,True
864,532,0.521368,TP,0.418173,5.856,True
865,531,0.378151,TP,0.417138,5.882,True
866,2185,0.596078,TP,0.522961,2.883,True
867,2186,0.586047,TP,0.514791,2.839,True
868,-1,0.0,FN,0.0,0.0,True
869,-1,0.0,FN,0.0,0.0,True
870,-1,0.0,FN,0.0,0.0,True
871,-1,0.0,FN,0.0,0.0,True
872,2191,0.476923,TP,0.476631,2.668,True
873,2192,0.526786,TP,0.467692,2.646,True
874,2193,0.554622,TP,0.454901,2.672,True
875,2194,0.488479,TP,0.430498,2.742,True
876,2195,0.50885,TP,0.423117,2.727,True
877,2196,0.532407,TP,0.42503,2.658,True
878,2197,0.550459,TP,0.434482,2.642,True
879,2198,0.417021,TP,0.461642,2.592,True
880,2199,0.484252,TP,0.475666,2.552,True
881,2200,0.438735,TP,0.512589,2.509,True
882,2201,0.407273,TP,0.517375,2.677,True
883,2202,0.4375,TP,0.49627,2.851,True
884,2203,0.446721,TP,0.489751,3.367,True
885,-1,0.0,FN,0.0,0.0,True
886,-1,0.0,FN,0.0,0.0,True
887,-1,0.0,FN,0.0,0.0,True
888,-1,0.0,FN,0.0,0.0,True
889,-1,0.0,FN,0.0,0.0,True
890,-1,0.0,FN,0.0,0.0,True
891,-1,0.0,FN,0.0,0.0,True
892,-1,0.0,FN,0.0,0.0,True
893,-1,0.0,FN,0.0,0.0,True
894,-1,0.0,FN,0.0,0.0,True
895,-1,0.0,FN,0.0,0.0,True
896,-1,0.0,FN,0.0,0.0,True
897,-1,0.0,FN,0.0,0.0,True
898,-1,0.0,FN,0.0,0.0,True
899,-1,0.0,FN,0.0,0.0,True
900,-1,0.0,FN,0.0,0.0,True
901,-1,0.0,FN,0.0,0.0,True
902,-1,0.0,FN,0.0,0.0,True
903,-1,0.0,FN,0.0,0.0,True
904,-1,0.0,FN,0.0,0.0,True
905,-1,0.0,FN,0.0,0.0,True
906,-1,0.0,FN,0.0,0.0,True
907,-1,0.0,FN,0.0,0.0,True
908,-1,0.0,FN,0.0,0.0,True
909,-1,0.0,FN,0.0,0.0,True
910,-1,0.0,FN,0.0,0.0,True
911,1233,0.330049,TP,0.395378,3.008,True
912,-1,0.0,FN,0.0,0.0,True
913,-1,0.0,FN,0.0,0.0,True
914,-1,0.0,FN,0.0,0.0,True
915,-1,0.0,FN,0.0,0.0,True
916,-1,0.0,FN,0.0,0.0,True
917,-1,0.0,FN,0.0,0.0,True
918,-1,0.0,FN,0.0,0.0,True
919,-1,0.0,FN,0.0,0.0,True
920,-1,0.0,FN,0.0,0.0,True
921,-1,0.0,FN,0.0,0.0,True
922,-1,0.0,FN,0.0,0.0,True
923,-1,0.0,FN,0.0,0.0,True
924,-1,0.0,FN,0.0,0.0,True
925,-1,0.0,FN,0.0,0.0,True
926,-1,0.0,FN,0.0,0.0,True
927,-1,0.0,FN,0.0,0.0,True
928,-1,0.0,FN,0.0,0.0,True
929,-1,0.0,FN,0.0,0.0,True
930,-1,0.0,FN,0.0,0.0,True
931,-1,0.0,FN,0.0,0.0,True
932,-1,0.0,FN,0.0,0.0,True
933,-1,0.0,FN,0.0,0.0,True
934,-1,0.0,FN,0.0,0.0,True
935,-1,0.0,FN,0.0,0.0,True
936,-1,0.0,FN,0.0,0.0,True
937,-1,0.0,FN,0.0,0.0,True
938,-1,0.0,TN,0.0,0.0,False
939,-1,0.0,TN,0.0,0.0,False
940,-1,0.0,TN,0.0,0.0,False
941,-1,0.0,FN,0.0,0.0,True
942,-1,0.0,FN,0.0,0.0,True
943,-1,0.0,FN,0.0,0.0,True
944,-1,0.0,FN,0.0,0.0,True
945,-1,0.0,FN,0.0,0.0,True
946,-1,0.0,FN,0.0,0.0,True
947,-1,0.0,FN,0.0,0.0,True
948,-1,0.0,FN,0.0,0.0,True
949,-1,0.0,FN,0.0,0.0,True
950,-1,0.0,FN,0.0,0.0,True
951,-1,0.0,FN,0.0,0.0,True
952,-1,0.0,FN,0.0,0.0,True
953,-1,0.0,FN,0.0,0.0,True
954,-1,0.0,FN,0.0,0.0,True
955,-1,0.0,FN,0.0,0.0,True
956,-1,0.0,FN,0.0,0.0,True
957,-1,0.0,FN,0.0,0.0,True
958,1179,0.305556,TP,0.303218,3.005,True
959,-1,0.0,FN,0.0,0.0,True
960,-1,0.0,FN,0.0,0.0,True
961,-1,0.0,FN,0.0,0.0,True
962,-1,0.0,FN,0.0,0.0,True
963,-1,0.0,FN,0.0,0.0,True
964,-1,0.0,FN,0.0,0.0,True
965,-1,0.0,FN,0.0,0.0,True
966,-1,0.0,FN,0.0,0.0,True
967,-1,0.0,FN,0.0,0.0,True
968,-1,0.0,FN,0.0,0.0,True
969,-1,0.0,FN,0.0,0.0,True
970,-1,0.0,FN,0.0,0.0,True
971,-1,0.0,FN,0.0,0.0,True
972,-1,0.0,FN,0.0,0.0,True
973,-1,0.0,FN,0.0,0.0,True
974,-1,0.0,FN,0.0,0.0,True
975,-1,0.0,FN,0.0,0.0,True
976,-1,0.0,FN,0.0,0.0,True
977,-1,0.0,FN,0.0,0.0,True
978,-1,0.0,FN,0.0,0.0,True
979,-1,0.0,FN,0.0,0.0,True
980,-1,0.0,FN,0.0,0.0,True
981,-1,0.0,FN,0.0,0.0,True
982,-1,0.0,FN,0.0,0.0,True
983,-1,0.0,FN,0.0,0.0,True
984,-1,0.0,FN,0.0,0.0,True
985,-1,0.0,FN,0.0,0.0,True
986,-1,0.0,FN,0.0,0.0,True
987,-1,0.0,FN,0.0,0.0,True
988,-1,0.0,FN,0.0,0.0,True
989,-1,0.0,FN,0.0,0.0,True
990,-1,0.0,FN,0.0,0.0,True
991,1147,0.404762,TP,0.406312,3.894,True
992,1146,0.391566,TP,0.406761,4.104,True
993,1145,0.385417,TP,0.41415,4.24,True
994,1143,0.399061,TP,0.454672,4.946,True
995,-1,0.0,FN,0.0,0.0,True
996,-1,0.0,FN,0.0,0.0,True
997,-1,0.0,FN,0.0,0.0,True
998,-1,0.0,FN,0.0,0.0,True
999,-1,0.0,FN,0.0,0.0,True
1000,-1,0.0,FN,0.0,0.0,True
1001,-1,0.0,FN,0.0,0.0,True
1002,-1,0.0,FN,0.0,0.0,True
1003,-1,0.0,FN,0.0,0.0,True
1004,-1,0.0,FN,0.0,0.0,True
1005,-1,0.0,TN,0.0,0.0,False
1006,-1,0.0,FN,0.0,0.0,True
1007,-1,0.0,FN,0.0,0.0,True
1008,1493,0.433333,TP,0.482382,3.85,True
1009,1494,0.429224,TP,0.465814,2.147,True
1010,1495,0.395722,TP,0.439742,1.054,True
1011,1496,0.326316,TP,0.427509,1.259,True
1012,1497,0.473404,TP,0.407114,2.856,True
1013,-1,0.0,FN,0.0,0.0,True
1014,-1,0.0,FN,0.0,0.0,True
1015,-1,0.0,FN,0.0,0.0,True
1016,1102,0.483221,TP,0.352538,5.264,True
1017,-1,0.0,FN,0.0,0.0,True
1018,1104,0.52518,TP,0.368982,1.562,True
1019,1105,0.488189,TP,0.366856,0.859,True
1020,1107,0.497143,TP,0.345139,3.572,True
1021,1107,0.324841,TP,0.322422,4.132,True
1022,-1,0.0,FN,0.0,0.0,True
1023,-1,0.0,FN,0.0,0.0,True
1024,-1,0.0,FN,0.0,0.0,True
1025,-1,0.0,FN,0.0,0.0,True
1026,-1,0.0,FN,0.0,0.0,True
1027,-1,0.0,FN,0.0,0.0,True
1028,-1,0.0,FN,0.0,0.0,True
1029,-1,0.0,FN,0.0,0.0,True
1030,-1,0.0,FN,0.0,0.0,True
1031,-1,0.0,FN,0.0,0.0,True
1032,-1,0.0,FN,0.0,0.0,True
1033,-1,0.0,FN,0.0,0.0,True
1034,-1,0.0,FN,0.0,0.0,True
1035,-1,0.0,FN,0.0,0.0,True
1036,-1,0.0,FN,0.0,0.0,True
1037,-1,0.0,FN,0.0,0.0,True
1038,-1,0.0,FN,0.0,0.0,True
1039,-1,0.0,FN,0.0,0.0,True
1040,-1,0.0,FN,0.0,0.0,True
1041,-1,0.0,FN,0.0,0.0,True
1042,-1,0.0,FN,0.0,0.0,True
1043,-1,0.0,FN,0.0,0.0,True
1044,-1,0.0,FN,0.0,0.0,True
1045,-1,0.0,FN,0.0,0.0,True
1046,-1,0.0,FN,0.0,0.0,True
1047,-1,0.0,FN,0.0,0.0,True
1048,-1,0.0,FN,0.0,0.0,True
1049,-1,0.0,FN,0.0,0.0,True
1050,-1,0.0,FN,0.0,0.0,True
1051,-1,0.0,FN,0.0,0.0,True
1052,-1,0.0,FN,0.0,0.0,True
1053,-1,0.0,FN,0.0,0.0,True
1054,-1,0.0,FN,0.0,0.0,True
1055,-1,0.0,FN,0.0,0.0,True
1056,-1,0.0,FN,0.0,0.0,True
1057,-1,0.0,FN,0.0,0.0,True
1058,-1,0.0,FN,0.0,0.0,True
1059,-1,0.0,FN,0.0,0.0,True
1060,-1,0.0,FN,0.0,0.0,True
1061,-1,0.0,FN,0.0,0.0,True
1062,-1,0.0,FN,0.0,0.0,True
1063,1429,0.398551,TP,0.282908,3.207,True
1064,-1,0.0,FN,0.0,0.0,True
1065,-1,0.0,FN,0.0,0.0,True
1066,-1,0.0,FN,0.0,0.0,True
1067,-1,0.0,FN,0.0,0.0,True
1068,-1,0.0,FN,0.0,0.0,True
1069,1423,0.449735,TP,0.322016,2.793,True
1070,1422,0.380165,TP,0.321969,2.78,True
1071,-1,0.0,FN,0.0,0.0,True
1072,-1,0.0,FN,0.0,0.0,True
1073,-1,0.0,FN,0.0,0.0,True
1074,-1,0.0,FN,0.0,0.0,True
1075,-1,0.0,FN,0.0,0.0,True
1076,-1,0.0,FN,0.0,0.0,True
1077,1416,0.324176,TP,0.407709,2.641,True
1078,-1,0.0,FN,0.0,0.0,True
1079,-1,0.0,FN,0.0,0.0,True
1080,-1,0.0,FN,0.0,0.0,True
1081,1412,0.37037,TP,0.441606,2.662,True
1082,-1,0.0,FN,0.0,0.0,True
1083,-1,0.0,FN,0.0,0.0,True
1084,-1,0.0,FN,0.0,0.0,True
1085,-1,0.0,FN,0.0,0.0,True
1086,1407,0.319149,TP,0.404443,4.14,True
1087,-1,0.0,FN,0.0,0.0,True
1088,-1,0.0,FN,0.0,0.0,True
1089,-1,0.0,FN,0.0,0.0,True
1090,-1,0.0,FN,0.0,0.0,True
1091,-1,0.0,FN,0.0,0.0,True
1092,-1,0.0,FN,0.0,0.0,True
1093,-1,0.0,FN,0.0,0.0,True
1094,-1,0.0,FN,0.0,0.0,True
1095,-1,0.0,FN,0.0,0.0,True
1096,-1,0.0,FN,0.0,0.0,True
1097,-1,0.0,FN,0.0,0.0,True
1098,-1,0.0,FN,0.0,0.0,True
1099,-1,0.0,FN,0.0,0.0,True
1100,-1,0.0,FN,0.0,0.0,True
1101,1388,0.416667,TP,0.29438,3.661,True
1102,-1,0.0,FN,0.0,0.0,True
1103,-1,0.0,FN,0.0,0.0,True
1104,1386,0.384615,TP,0.308705,3.611,True
1105,1385,0.443902,TP,0.319769,3.416,True
1106,1384,0.441441,TP,0.327252,3.382,True
1107,-1,0.0,FN,0.0,0.0,True
1108,-1,0.0,FN,0.0,0.0,True
1109,-1,0.0,FN,0.0,0.0,True
1110,-1,0.0,FN,0.0,0.0,True
1111,-1,0.0,FN,0.0,0.0,True
1112,-1,0.0,FN,0.0,0.0,True
1113,-1,0.0,FN,0.0,0.0,True
1114,-1,0.0,FN,0.0,0.0,True
1115,1374,0.488889,TP,0.346606,3.99,True
1116,1374,0.458564,TP,0.323302,3.349,True
1117,1373,0.472222,TP,0.310616,3.271,True
1118,1372,0.395604,TP,0.316041,3.228,True
1119,1371,0.479452,TP,0.331886,3.224,True
1120,1370,0.424107,TP,0.372817,3.265,True
1121,1369,0.458874,TP,0.376287,3.34,True
1122,1369,0.44206,TP,0.357752,3.929,True
1123,1368,0.342593,TP,0.368737,3.688,True
1124,1366,0.361905,TP,0.377778,3.868,True
1125,1366,0.365854,TP,0.36374,3.32,True
1126,1365,0.367647,TP,0.368079,3.252,True
1127,1364,0.331731,TP,0.374446,3.266,True
1128,1363,0.4,TP,0.378942,3.402,True
1129,1362,0.382514,TP,0.374562,3.709,True
1130,1362,0.43787,TP,0.356301,4.426,True
1131,1361,0.385475,TP,0.363585,4.452,True
1132,-1,0.0,FN,0.0,0.0,True
1133,1359,0.440476,TP,0.392779,5.105,True
1134,1358,0.546012,TP,0.405178,5.53,True
1135,-1,0.0,FN,0.0,0.0,True
1136,-1,0.0,FN,0.0,0.0,True
1137,-1,0.0,FN,0.0,0.0,True
1138,-1,0.0,FN,0.0,0.0,True
1139,-1,0.0,FN,0.0,0.0,True
1140,-1,0.0,FN,0.0,0.0,True
1141,1349,0.311111,TP,0.348072,4.731,True
1142,-1,0.0,FN,0.0,0.0,True
1143,-1,0.0,FN,0.0,0.0,True
1144,2116,0.427586,TP,0.44989,3.944,True
1145,2116,0.512195,TP,0.456068,2.77,True
1146,2117,0.58011,TP,0.440975,2.087,True
1147,2118,0.330579,TP,0.424071,1.367,True
1148,2119,0.526882,TP,0.427696,0.747,True
1149,2120,0.6,TP,0.434392,0.65,True
1150,2121,0.520958,TP,0.425895,0.374,True
1151,-1,0.0,FN,0.0,0.0,True
1152,2123,0.568966,TP,0.455166,0.792,True
1153,2124,0.526596,TP,0.479085,0.975,True
1154,-1,0.0,FN,0.0,0.0,True
1155,2126,0.540984,TP,0.495611,1.172,True
1156,2127,0.569832,TP,0.495097,1.169,True
1157,-1,0.0,FN,0.0,0.0,True
1158,2127,0.364162,TP,0.41088,7.117,True
1159,2131,0.53886,TP,0.490044,3.086,True
1160,2132,0.596774,TP,0.479209,2.704,True
1161,2133,0.536145,TP,0.473038,2.463,True
1162,2134,0.576923,TP,0.471699,2.838,True
1163,2135,0.502439,TP,0.504502,2.9,True
1164,2136,0.5,TP,0.531072,3.07,True
1165,2137,0.559471,TP,0.542296,3.233,True
1166,2138,0.439252,TP,0.546686,3.271,True
1167,2139,0.387255,TP,0.539567,3.45,True
1168,2141,0.387417,TP,0.516472,4.019,True
1169,2142,0.424242,TP,0.505769,3.853,True
1170,1319,0.452703,TP,0.472852,3.09,True
1171,2144,0.466443,TP,0.471139,3.769,True
1172,1317,0.462838,TP,0.431908,3.098,True
1173,567,0.459732,TP,0.432613,5.832,True
1174,566,0.455414,TP,0.430083,5.788,True
1175,1314,0.429032,TP,0.396694,3.162,True
1176,2150,0.39322,TP,0.455043,4.612,True
1177,-1,0.0,FN,0.0,0.0,True
1178,1311,0.386957,TP,0.375791,3.42,True
1179,-1,0.0,FN,0.0,0.0,True
1180,1309,0.430464,TP,0.397626,3.95,True
1181,2154,0.35906,TP,0.433519,3.252,True
1182,-1,0.0,FN,0.0,0.0,True
1183,-1,0.0,FN,0.0,0.0,True
1184,-1,0.0,FN,0.0,0.0,True
1185,-1,0.0,FN,0.0,0.0,True
1186,-1,0.0,FN,0.0,0.0,True
1187,-1,0.0,FN,0.0,0.0,True
1188,-1,0.0,FN,0.0,0.0,True
1189,2163,0.564315,TP,0.328565,1.348,True
1190,2164,0.497696,TP,0.338512,1.418,True
1191,2165,0.591912,TP,0.340732,1.446,True
1192,2166,0.493878,TP,0.36022,1.816,True
1193,-1,0.0,FN,0.0,0.0,True
1194,547,0.431193,TP,0.399186,3.036,True
1195,547,0.436567,TP,0.384309,3.464,True
1196,-1,0.0,FN,0.0,0.0,True
1197,-1,0.0,FN,0.0,0.0,True
1198,-1,0.0,FN,0.0,0.0,True
1199,-1,0.0,FN,0.0,0.0,True
1200,2174,0.495082,TP,0.417077,0.908,True
1201,-1,0.0,FN,0.0,0.0,True
1202,-1,0.0,FN,0.0,0.0,True
1203,-1,0.0,FN,0.0,0.0,True
1204,-1,0.0,FN,0.0,0.0,True
1205,-1,0.0,FN,0.0,0.0,True
